order_number,departure_date,route,itinerary,carrier,operating_carriers,supplier,flight_type,device,no_of_pax,total_margin,channel_fee,total_purchase,ancillary_margin,commission,overrides,surcharge,date
BIT-4340508,2023-03-04,United Arab Emirates - Italy,AUH-CTA,W6,W6,TF,One Way,Mobile,1,-8.889925200000013,-3.07,115.26,0.0,0.0,0.0,-1.93,2023-03-01
BIT-4340506,2023-04-01,Italy - Italy,LIN-BRI-LIN,AZ,AZ | AZ,TXIT,Return,Desktop,1,-2.948682599999984,-5.0,189.25,0.0,1.11,0.0,0.0,2023-03-01
BIT-4340505,2023-03-05,Morocco - Spain,CMN-AGP,AT,AT,TXTRIPIT,One Way,Desktop,1,-3.719821838999982,-5.0,163.005249,0.0,0.0,0.0,1.68,2023-03-01
BIT-4340481,2023-03-06,France - Morocco,NTE-CMN,AT,AT,TXTRIPIT,One Way,Desktop,1,-2.837084375999992,-5.0,178.911516,0.0,0.0,0.0,2.58,2023-03-01
BIT-4340480,2023-03-06,Italy - Italy,LIN-NAP,AZ,AZ,TXIT,One Way,Desktop,1,-5.760475800000001,-5.0,59.63,0.0,0.12,0.0,0.0,2023-03-01
BIT-4340516,2023-03-04,Italy - Italy,FCO-REG-FCO,AZ,AZ|AZ,TXIT,Return,Mobile,1,0.0980670000000013,-5.0,143.09,3.99,0.56,0.0,0.0,2023-03-01
BIT-4339060,2023-03-25,Italy - Italy,SUF-LIN-SUF,AZ,AZ|AZ,TXIT,Return,Desktop,3,-1.091273399999993,-5.0,333.45,0.0,1.05,0.0,-13.12,2023-03-01
BIT-4341331,2023-03-04,Italy - Italy,NAP-LIN-NAP,AZ,AZ|AZ,TXGR,Return,Desktop,1,-3.591173099999997,-5.0,139.4,0.0,0.53,0.0,0.0,2023-03-01
BIT-4339035,2023-03-03,Morocco - Italy,CMN-VCE,AT,AT,TXTRIPIT,One Way,Mobile,1,-2.642850044999983,-5.0,182.854095,0.0,0.0,0.0,2.5,2023-03-01
BIT-4338812,2023-05-10,Italy - Italy,PMO-FCO-PMO,FR,FR|AZ,TF,Return,Mobile,1,-4.528066799999999,-5.0,80.97,0.0,0.12,0.0,0.44,2023-03-01
BIT-4339057,2023-03-03,Italy - Italy,TRS-FCO-BRI,AZ,AZ | AZ,TXIT,One Way,Desktop,1,-3.044626499999989,-5.0,156.01,0.0,1.24,0.0,0.0,2023-03-01
BIT-4338807,2023-03-27,Italy - Morocco,BGY-RAK,FR,FR,TF,One Way,Mobile,1,-7.855166700000002,-5.0,16.98,0.4,0.0,0.0,0.0,2023-03-01
BIT-4338799,2023-03-10,Croatia - Croatia,ZAG-DBV-ZAG,OU,OU | OU,TXNL,Return,Desktop,1,-0.4453454999999884,-5.0,135.24,0.0,0.55,2.9948,0.0,2023-03-01
BIT-4338786,2023-08-21,United States - United States,DAL-SFO,AS,AS,TXUS,One Way,Mobile,1,-3.247276293899975,-5.0,159.7525449,0.0,0.0,0.0,-5.19,2023-03-01
BIT-4338837,2023-03-01,Italy - Morocco,MXP-CMN,AT,AT,VOYCA,One Way,Desktop,1,-7.355617173029994,-9.0,214.05348873,0.0,10.28052557,0.0,0.0,2023-03-01
BIT-4338864,2023-05-12,Italy - Italy,LIN-PMO,AZ,AZ,TXIT,One Way,Desktop,1,-4.164410099999998,-5.0,68.55,0.0,0.2,0.0,0.0,2023-03-01
BIT-4338871,2023-05-21,Italy - Italy,CTA-LIN,AZ,AZ,TXIT,One Way,Desktop,1,-4.023577800000004,-5.0,91.67999999999999,0.0,0.55,0.0,0.0,2023-03-01
BIT-4338913,2023-03-05,Australia - Malaysia,PER-KUL,OD,OD   ,CONAUT,One Way,Mobile,1,-8.760902350560041,-5.0,156.57171096,0.0,4.669704899999999,0.0,0.0,2023-03-01
BIT-4338934,2023-03-18,Italy - Italy,BDS-FCO-BDS,AZ,AZ|FR,TXIT,Return,Mobile,2,-8.914492499999987,-9.6664,241.08,0.0,0.58,0.0,0.0,2023-03-01
BIT-4338940,2023-06-07,Italy - Thailand,MXP-MCT-BKK-MCT-MXP,WY,WY | WY | WY | WY,TXIT,Return,Desktop,3,21.5950611000001,-18.0,2079.61,0.0,9.88,24.453,0.0,2023-03-01
BIT-4338795,2023-05-05,Italy - Jordan,BLQ-FCO-AMM-FCO-BLQ,RJ,AZ | RJ | RJ | AZ,TXGR,Return,Mobile,1,-6.191667300000006,-18.0,457.41,10.99,14.7,0.0,0.0,2023-03-01
BIT-4338969,2023-08-16,United States - The Bahamas,MIA-NAS-MIA,UP,UP | UP,TXUS,Return,Desktop,2,3.806933218379945,-18.0,502.09878742,7.98,3.85903128,0.0,0.0,2023-03-01
BIT-4338947,2023-03-27,Italy - Italy,CAG-FCO,AZ,AZ,TXIT,One Way,Mobile,1,-4.358623200000001,-5.0,47.29000000000001,0.0,0.33,0.0,0.0,2023-03-01
BIT-4339018,2023-03-02,Italy - Italy,FCO-PMO-FCO,FR,FR|AZ,TF,Return,Mobile,1,-4.013063400000007,-5.0,138.21,0.0,0.5,0.0,0.76,2023-03-01
BIT-4339016,2023-03-13,United Kingdom - Italy,STN-VCE,FR,FR,TXTRIPIT,One Way,Mobile,1,-5.161711049999999,-5.0,20.39265,0.0,0.0,0.0,0.0,2023-03-01
BIT-4339009,2023-03-09,Italy - Italy,FCO-TRS-FCO,AZ,AZ | AZ,TXIT,Return,Mobile,1,12.85142759999999,-5.0,157.49,0.0,0.67,0.0,0.0,2023-03-01
BIT-4339031,2023-03-03,Italy - Italy,LIN-AHO,AZ,AZ,TXIT,One Way,Desktop,1,-4.754935200000003,-5.0,76.15,0.0,0.55,0.0,0.0,2023-03-01
BIT-4338999,2023-03-30,Colombia - Colombia,MDE-BOG-MDE,LA,LA | LA,TXUS,Return,Desktop,1,-4.682598251099999,-5.0,119.2705501,0.0,0.0,0.0,0.0,2023-03-01
BIT-4338992,2023-03-02,Italy - Morocco,BLQ-CMN,AT,AT,TXTRIPIT,One Way,Mobile,1,-5.420372367000002,-5.0,101.555397,0.0,0.0,0.0,-0.09999999999999964,2023-03-01
BIT-4338985,2023-05-06,Italy - Italy,LIN-NAP,AZ,AZ,TXIT,One Way,Mobile,1,-4.724706299999998,-5.0,51.68,0.0,0.07,0.0,0.0,2023-03-01
BIT-4338980,2023-03-11,Tunisia - Tunisia,TUN-SFA,TU,UG,TXNL,One Way,Mobile,3,1.2985284,-5.0,50.16,0.0,0.0,0.0,0.0,2023-03-01
BIT-4338978,2023-06-07,Italy - Thailand,MXP-MCT-BKK-MCT-MXP,WY,WY | WY | WY | WY,TXIT,Return,Desktop,2,9.565475400000105,-18.0,1397.4,0.0,6.64,16.434,0.0,2023-03-01
BIT-4338997,2023-06-07,Italy - Thailand,MXP-MCT-BKK-MCT-MXP,WY,WY | WY | WY | WY,TXIT,Return,Desktop,1,1.670677500000054,-18.0,698.6999999999999,0.0,3.32,8.217,0.0,2023-03-01
BIT-4342755,2023-03-31,Poland - Poland,BZG-WAW,LO,LO,TXUS,One Way,Desktop,2,-5.251844732999993,-5.0,50.819103,0.0,0.131607,0.3928,0.0,2023-03-02
BIT-4342743,2023-04-03,Italy - Italy,MXP-CAG,FR,FR,TF,One Way,Desktop,1,-9.8882877,-5.0,20.7,0.0,0.0,0.0,-3.71,2023-03-02
BIT-4342732,2023-07-29,Italy - Malta,BRI-MLA-BRI,FR,FR | FR,TF,Return,Desktop,1,4.8815124,-5.0,101.94,5.6,0.0,0.0,0.0,2023-03-02
BIT-4342691,2023-03-09,Italy - Italy,FCO-GOA,AZ,AZ,TXGR,One Way,Desktop,1,-0.2182749000000067,-5.0,112.96,3.99,0.57,0.0,0.0,2023-03-02
BIT-4342727,2023-03-12,Italy - Italy,LIN-NAP-LIN,AZ,AZ|W6,TXGR,Return,Mobile,1,-4.403107199999993,-5.0,127.46,0.0,0.26,0.0,0.0,2023-03-02
BIT-4342726,2023-05-15,Italy - Madagascar,VCE-VIE-ADD-NOS-ADD-VIE-VCE,OS,OS | ET | ET | ET | ET | OS,TXTRIPIT,Return,Desktop,2,182.6342322540001,-18.0,2184.218086,21.98,0.0,0.0,27.52,2023-03-02
BIT-4342707,2023-03-06,Algeria - Algeria,ALG-CZL,AH,AH,TXTRIPIT,One Way,Desktop,1,-3.688509146999998,-5.0,19.525077,0.0,0.0,0.0,1.68,2023-03-02
BIT-4342705,2023-07-25,Italy - Spain,FCO-MAD,FR,FR,TF,One Way,Desktop,3,62.33462039999998,-11.1168,277.92,74.97,0.0,0.0,0.0,2023-03-02
BIT-4342692,2023-05-25,Italy - Austria,VCE-VIE-VCE,FR,FR|FR,TF,Return,Mobile,4,-10.7153868,-5.0,140.72,0.0,0.0,0.0,0.0,2023-03-02
BIT-4342686,2023-03-03,Italy - Italy,FCO-BDS,AZ,AZ,TXGR,One Way,Mobile,1,-3.932082300000004,-5.0,67.4,0.0,0.13,0.0,0.0,2023-03-02
BIT-4342647,2023-03-03,Italy - Morocco,BLQ-CMN,AT,AT,VOYCA,One Way,Mobile,1,-7.401050572799997,-5.0,175.9888848,0.0,6.9616512,0.0,0.0,2023-03-02
BIT-4342681,2023-03-17,Philippines - Vietnam,MNL-SGN,PR,PR,TXSG,One Way,Desktop,1,-2.483808623999999,-5.0,180.155084,3.99,11.560696,4.6078,0.0,2023-03-02
BIT-4342661,2023-03-05,Italy - Algeria,VCE-FCO-ALG-FCO-VCE,AZ,AZ | AZ | AZ | AZ,TXGR,Return,Desktop,1,-24.06260879999999,-18.0,501.4499999999999,0.0,12.11,3.3067,0.0,2023-03-02
BIT-4342658,2023-03-03,Belgium - Italy,CRL-BGY,FR,FR,TF,One Way,Desktop,1,-1.120895699999998,-5.0,66.44,3.99,0.0,0.0,0.56,2023-03-02
BIT-4342651,2023-03-30,Ghana - South Africa,ACC-LAD-JNB-CPT-LAD-ACC,DT,DT | DT | DT | DT,BCDIE,Return,Desktop,1,10.91141969999995,-18.0,522.51,7.99,10.8,0.0,0.0,2023-03-02
BIT-4342644,2023-03-02,Italy - Italy,FCO-SUF,AZ,AZ,TXGR,One Way,Desktop,1,-4.242054900000002,-5.0,108.98,0.0,0.55,0.0,0.0,2023-03-02
BIT-4342634,2023-03-25,Italy - Italy,VCE-FCO,AZ,AZ,TXGR,One Way,Desktop,1,3.380278500000006,-5.0,83.94999999999999,4.2,0.37,0.0,0.0,2023-03-02
BIT-4342797,2023-04-17,Italy - Italy,FCO-BLQ,AZ,AZ,TXGR,One Way,Mobile,1,-5.193608099999996,-5.0,90.19,0.0,0.34,0.0,0.0,2023-03-02
BIT-4342632,2023-04-06,Italy - Italy,LIN-BRI,AZ,AZ,TXGR,One Way,Desktop,1,-4.252164899999987,-5.0,157.67,0.0,1.08,0.0,0.0,2023-03-02
BIT-4342630,2023-03-31,Italy - Italy,LIN-FCO,AZ,AZ,TXGR,One Way,Mobile,1,-4.448501099999996,-5.0,53.66,0.0,0.09,0.0,0.0,2023-03-02
BIT-4342629,2023-03-03,Italy - Brazil,MXP-FRA-GRU-CDG-MXP,LA,LH | LA | LA | AF,VENT,Return,Desktop,1,75.3695444999998,-18.0,3124.55,24.99,0.0,0.0,65.45,2023-03-02
BIT-4342616,2023-03-10,Italy - Italy,PMO-LIN-PMO,AZ,AZ|AZ,TXGR,Return,Desktop,1,0.1263750000000009,-5.0,144.72,3.99,0.5,0.0,0.0,2023-03-02
BIT-4342683,2023-03-08,Morocco - Italy,CMN-FCO,AT,AT,VOYCA,One Way,Mobile,1,-7.215056498400001,-5.0,183.1646344,0.0,8.0735816,0.0,0.0,2023-03-02
BIT-4342799,2023-03-03,Italy - Italy,FCO-CTA,AZ,AZ,TXGR,One Way,Desktop,1,-5.084723399999995,-5.0,165.41,0.0,1.12,0.0,0.0,2023-03-02
BIT-4342958,2023-03-04,Italy - Italy,GOA-FCO,AZ,AZ,TXGR,One Way,Desktop,1,-4.995148800000005,-5.0,80.43,0.0,0.35,0.0,0.0,2023-03-02
BIT-4342814,2023-04-08,Italy - Italy,CTA-NAP-CTA,FR,FR | FR,TF,Return,Mobile,2,-6.311774099999999,-5.0,123.54,0.0,0.0,0.0,0.0,2023-03-02
BIT-4343184,2023-03-18,Italy - Italy,LIN-PMO,AZ,AZ,TXGR,One Way,Mobile,1,-0.8055647999999929,-5.0,71.85999999999999,3.71,0.18,0.0,0.0,2023-03-02
BIT-4343141,2023-03-14,Italy - Italy,MXP-BRI,FR,FR,TF,One Way,Desktop,1,-5.662307699999999,-5.0,16.52,0.0,0.0,0.0,0.48,2023-03-02
BIT-4343119,2023-03-09,Italy - Italy,LIN-FCO,AZ,AZ,TXGR,One Way,Desktop,1,-4.374192599999996,-5.0,53.66,0.0,0.09,0.0,0.0,2023-03-02
BIT-4343113,2023-04-10,Italy - Italy,NAP-LIN,AZ,AZ,TXGR,One Way,Desktop,1,-4.732794300000004,-5.0,133.3,0.0,0.88,0.0,0.0,2023-03-02
BIT-4343096,2023-03-04,Colombia - Colombia,BOG-SMR-BOG,LA,LA|LA,AVICO,Return,Mobile,1,14.94328551118501,-5.0,126.082402165,18.0,0.390331942,0.0,1.64,2023-03-02
BIT-4343091,2023-03-06,Italy - Italy,NAP-LIN-NAP,W6,W6|AZ,TF,Return,Desktop,1,-4.32404700000003,-5.0,145.53,0.0,0.26,0.0,0.96,2023-03-02
BIT-4343051,2023-11-17,Italy - United States,MXP-JFK-MXP,IB,AA | AA,TXIT,Return,Desktop,1,-12.68805,-15.7228,393.01,0.0,0.06,0.0,0.0,2023-03-02
BIT-4343047,2023-03-21,Italy - Italy,PMO-BGY-LIN-PMO,FR,FR|AZ,TF,Return,Desktop,1,-4.912246800000009,-5.0,114.13,0.0,0.08,0.0,0.54,2023-03-02
BIT-4343034,2023-03-06,Italy - Italy,REG-FCO,AZ,AZ,TXGR,One Way,Desktop,1,-4.129328399999994,-5.0,76.72,0.0,0.4,0.0,0.0,2023-03-02
BIT-4343005,2023-03-16,Italy - Tunisia,MXP-TUN,TU,TU,TXGB,One Way,Mobile,1,-4.410863592000022,-5.0,152.609672,0.0,0.0,0.0,0.0,2023-03-02
BIT-4342994,2023-03-17,Italy - Tunisia,FCO-TUN-FCO,TU,TU|AZ,TXGB,Return,Desktop,1,-4.230497212704083,-10.0352,312.5613760000001,0.0,4.2,2.389807936,0.0,2023-03-02
BIT-4342988,2023-04-20,Italy - United States,NAP-CDG-ATL-GSP-DTW-CDG-NAP,KL,AF | AF | DL | DL | AF | AF,TXIT,Return,Desktop,1,-3.377953199999986,-18.0,784.7099999999999,32.06,0.36,0.0,0.0,2023-03-02
BIT-4342963,2023-03-08,Italy - Tunisia,FCO-TUN,AZ,AZ,TXGR,One Way,Mobile,1,-8.83027620000001,-5.0,140.61,0.0,2.7,0.7072,0.0,2023-03-02
BIT-4342574,2023-03-23,Italy - Italy,REG-LIN-REG,AZ,AZ|AZ,TXGR,Return,Desktop,1,-4.116994199999991,-5.0,159.13,0.0,0.74,0.0,0.0,2023-03-02
BIT-4342953,2023-03-29,Italy - Italy,CTA-FCO-CTA,FR,FR | FR,TF,Return,Mobile,2,-5.550693299999999,-5.0,104.54,0.0,0.0,0.0,0.0,2023-03-02
BIT-4342947,2023-03-20,Germany - Portugal,MUC-LIS-MUC,TP,TP | TP,CTDE,Return,Desktop,1,2.910770099999979,-15.8752,430.56,0.0,0.0,6.222,4.149999999999999,2023-03-02
BIT-4342932,2023-03-03,Italy - Egypt,MXP-CAI,SM,SM,CTDE,One Way,Mobile,1,-8.408385899999999,-5.0,195.62,0.0,0.0,3.8,0.0,2023-03-02
BIT-4342908,2023-07-03,Italy - Spain,VRN-PMI-VRN,FR,FR|NO,TF,Return,Mobile,2,-64.54578861000003,-18.0,508.04331,16.8,5.452290000000001,16.0297,-9.98,2023-03-02
BIT-4342875,2023-03-23,Italy - Norway,BGY-TRF-BGY,FR,FR | FR,TF,Return,Desktop,1,-12.255342,-5.0,160.9,0.0,0.0,0.0,-6.9,2023-03-02
BIT-4342834,2023-04-06,Italy - Italy,LIN-NAP,AZ,AZ,TXGR,One Way,Desktop,1,-5.743187699999987,-5.0,132.92,0.0,0.83,0.0,0.0,2023-03-02
BIT-4342819,2023-03-08,Italy - Italy,BLQ-BDS-FCO-BLQ,FR,FR|AZ | AZ,TF,Return,Mobile,1,-3.226606500000014,-5.0,153.44,0.0,0.79,0.0,1.07,2023-03-02
BIT-4342818,2023-03-12,Italy - Italy,PMO-VRN,FR,FR,TF,One Way,Mobile,1,-5.529967799999996,-5.0,37.66,0.0,0.0,0.0,0.34,2023-03-02
BIT-4342815,2023-04-17,Italy - Spain,TRN-MAD-TRN,FR,FR|FR,TF,Return,Mobile,2,-8.513732099999997,-5.0,110.32,0.0,0.0,0.0,-2.86,2023-03-02
BIT-4342812,2023-03-07,Italy - Italy,PMO-FCO,AZ,AZ,TXGR,One Way,Mobile,1,-4.508655599999996,-5.0,89.02,0.0,0.45,0.0,0.0,2023-03-02
BIT-4342573,2023-03-24,Italy - Italy,CIA-CAG-CIA,FR,FR | FR,TF,Return,Mobile,1,1.866407099999997,-5.0,66.10000000000001,7.7,0.0,0.0,0.19,2023-03-02
BIT-4342377,2023-04-28,Italy - Tunisia,NAP-TUN-NAP,UG,UG|UG,ATFR,Return,Desktop,1,1.5648258,-9.9768,271.25,3.99,0.0,0.0,0.0,2023-03-02
BIT-4342523,2023-03-06,Italy - Italy,FCO-LIN-FCO,AZ,AZ|AZ,TXGR,Return,Mobile,1,1.032938700000006,-5.0,129.99,3.99,0.29,0.0,0.0,2023-03-02
BIT-4341906,2023-03-04,Italy - Indonesia,MXP-DOH-CMB-CGK,UL,QR | UL | UL,TXUS,One Way,Desktop,2,19.28837361000026,-18.0,1263.47899,23.98,37.602,0.0,0.0,2023-03-02
BIT-4341886,2023-03-31,Malta - Italy,MLA-NAP-MLA,KM,KM    | KM   ,TXNL,Return,Mobile,1,36.202899,-5.0,154.6,40.0,0.0,0.0,20.0,2023-03-02
BIT-4341846,2023-05-01,Tunisia - Italy,TUN-MXP,TU,TU,TXNL,One Way,Desktop,1,-5.745209699999999,-5.0,158.34,0.0,0.0,0.0,0.0,2023-03-02
BIT-4341838,2023-03-04,Italy - Italy,NAP-LIN-NAP,AZ,AZ|W6,TXGR,Return,Desktop,1,-4.969671600000024,-5.0,177.59,0.0,0.63,0.0,0.0,2023-03-02
BIT-4341813,2023-03-06,Italy - France,CAG-LIN-ORY,AZ,AZ | AZ,TXGR,One Way,Mobile,1,12.20095020000002,-5.0,154.27,5.6,2.86,0.5857,0.0,2023-03-02
BIT-4341809,2023-04-11,Italy - Italy,FCO-LIN,AZ,AZ,TXGR,One Way,Desktop,1,-4.027722899999998,-5.0,62.43,0.0,0.1,0.0,0.0,2023-03-02
BIT-4341797,2023-03-03,Italy - Italy,LIN-PMO,AZ,AZ,TXGR,One Way,Desktop,1,-4.782838800000003,-5.0,185.32,0.0,1.38,0.0,0.0,2023-03-02
BIT-4341750,2023-03-29,Italy - Italy,LIN-BRI-LIN,AZ,AZ | AZ,TXGR,Return,Desktop,1,-3.980913599999998,-5.0,105.11,0.0,0.25,0.0,0.0,2023-03-02
BIT-4341749,2023-04-20,Italy - Japan,MXP-HEL-NRT-HEL-MXP,JL,AY | AY | AY | AY,TXTRIPIT,Return,Desktop,1,17.24028677700028,-18.0,1268.037693,0.0,0.0,0.0,45.09,2023-03-02
BIT-4341747,2023-08-07,Switzerland - Indonesia,ZRH-DOH-DPS-DOH-ZRH,QR,QR | QR | QR | QR,BCDCH,Return,Desktop,2,277.2578006279997,-18.0,2324.072128,169.98,0.0,57.93067600000001,206.6,2023-03-02
BIT-4341746,2023-04-20,Italy - Japan,MXP-HEL-NRT-HEL-MXP,JL,AY | AY | AY | AY,TXTRIPIT,Return,Desktop,1,23.08417007700028,-18.0,1268.037693,0.0,0.0,0.0,45.09,2023-03-02
BIT-4341740,2023-08-10,Italy - Italy,LIN-PMO,AZ,AZ,TXGR,One Way,Desktop,1,-0.4889195999999901,-5.0,131.01,3.99,0.74,0.0,0.0,2023-03-02
BIT-4341697,2023-05-16,Italy - Italy,PMO-LIN-PMO,AZ,AZ|AZ,TXGR,Return,Desktop,1,-3.633331799999996,-5.0,102.05,0.0,0.17,0.0,0.0,2023-03-02
BIT-4341692,2023-03-07,Italy - Italy,FCO-CAG-FCO,AZ,AZ|AZ,TXGR,Return,Desktop,1,-3.889215899999992,-5.0,167.97,0.0,1.18,0.0,0.0,2023-03-02
BIT-4341687,2023-03-10,Italy - Italy,CTA-FCO,AZ,AZ,TXGR,One Way,Desktop,1,-4.202423700000002,-5.0,110.23,0.0,0.69,0.0,0.0,2023-03-02
BIT-4341670,2023-03-02,Italy - Italy,BRI-LIN,AZ,AZ,TXGR,One Way,Desktop,1,-4.819841399999992,-5.0,129.75,0.0,0.93,0.0,0.0,2023-03-02
BIT-4341582,2023-05-04,Italy - United States,PMO-ZRH-EWR-JFK-ZRH-PMO,LX,LX | LX | LX | LX,TXIT,Return,Desktop,1,-26.2305972,-18.0,499.28,0.0,0.0,4.6433,0.0,2023-03-02
BIT-4341554,2023-03-08,Italy - Israel,TRS-FCO-TLV-FCO-TRS,AZ,AZ | AZ|AZ | AZ,TXGR,Return,Desktop,1,2.218942799999994,-10.1628,336.88,14.39,6.82,2.646,0.0,2023-03-02
BIT-4341542,2023-03-25,Italy - Denmark,BLQ-CPH-BLQ,FR,FR | FR,TF,Return,Mobile,1,-7.522345500000002,-5.0,104.81,0.0,0.0,0.0,-1.81,2023-03-02
BIT-4341534,2023-04-06,Germany - Italy,MUC-FCO,LH,LH,TXIT,One Way,Mobile,1,-7.378581299999996,-5.0,150.27,0.0,0.09,0.2725,0.0,2023-03-02
BIT-4341519,2023-03-22,Spain - Italy,MAD-VCE,IB,IB,TXIT,One Way,Desktop,1,-7.146051300000003,-5.0,150.25,0.0,0.13,0.0,0.0,2023-03-02
BIT-4341473,2023-05-19,Italy - Italy,CIY-FCO,FR,FR,TF,One Way,Desktop,2,-6.137174399999994,-5.0,40.23,0.0,0.0,0.0,0.0,2023-03-02
BIT-4341468,2023-03-13,Italy - Tunisia,BLQ-TUN,TU,TU,TXTRIPIT,One Way,Mobile,1,-7.516241081999979,-5.0,144.458262,0.0,0.0,0.0,-1.25,2023-03-02
BIT-4341451,2023-03-10,Italy - Tunisia,FCO-TUN,AZ,AZ,TXGR,One Way,Desktop,1,-7.983260400000011,-5.0,140.61,0.0,2.7,0.5497000000000001,0.0,2023-03-02
BIT-4341430,2023-03-07,Italy - Spain,MXP-MAD,UX,UX,TXTRIPIT,One Way,Mobile,1,-3.815286524999998,-5.0,44.375175,0.0,0.0,0.0,1.67,2023-03-02
BIT-4341917,2023-03-04,Italy - Italy,PMO-LIN-PMO,AZ,AZ|AZ,TXGR,Return,Mobile,1,0.5710127999999999,-5.0,191.25,3.99,0.97,0.0,0.0,2023-03-02
BIT-4342529,2023-07-30,Germany - Portugal,MUC-LIS-MUC,TP,TP | TP,CTDE,Return,Mobile,1,46.80758130000001,-14.4772,472.51,10.0,0.0,6.885000000000001,36.17999999999999,2023-03-02
BIT-4341920,2023-03-11,Italy - Italy,REG-LIN,AZ,AZ,TXGR,One Way,Mobile,1,-4.059872699999993,-5.0,79.69,0.0,0.43,0.0,0.0,2023-03-02
BIT-4341986,2023-03-07,Italy - Italy,NAP-LIN,AZ,AZ,TXGR,One Way,Mobile,1,-6.001599300000001,-5.0,59.03,0.0,0.15,0.0,0.0,2023-03-02
BIT-4342513,2023-05-18,Italy - Italy,NAP-LIN-NAP,W6,W6|AZ,TF,Return,Mobile,2,-6.368794500000012,-5.0,143.94,0.0,0.14,0.0,0.0,2023-03-02
BIT-4342505,2023-03-19,Italy - Italy,LIN-BRI,AZ,AZ,TXGR,One Way,Mobile,1,-5.435439299999986,-5.0,130.92,0.0,0.83,0.0,0.0,2023-03-02
BIT-4342499,2023-03-17,Italy - Italy,FCO-CTA,AZ,AZ,TXGR,One Way,Desktop,1,-4.848351599999998,-5.0,71.36,0.0,0.17,0.0,0.0,2023-03-02
BIT-4342494,2023-03-07,Italy - Italy,FCO-LIN,AZ,AZ,TXGR,One Way,Desktop,1,14.567499,-5.0,99.08,18.0,0.45,0.0,18.0,2023-03-02
BIT-4342483,2023-03-22,Italy - Italy,TRN-CTA-TRN,W6,W6|W6,TF,Return,Mobile,1,-14.1881718,-5.0,84.37,0.0,0.0,0.0,1.03,2023-03-02
BIT-4342437,2023-03-04,Italy - Italy,PMO-FCO,AZ,AZ,TXGR,One Way,Desktop,1,9.694681200000003,-5.0,89.02,13.99,0.45,0.0,0.0,2023-03-02
BIT-4342386,2023-08-18,Malaysia - Malaysia,SDK-KUL,MH,MH,CITMY,One Way,Mobile,2,25.8161935572,-5.0,77.19147480000001,36.0,0.0,1.5758,36.0,2023-03-02
BIT-4341429,2023-03-06,India - Thailand,DEL-BKK,UK,UK,TXIN,One Way,Mobile,1,-6.043755978000006,-5.0,187.654898,0.0,0.0,3.2425,-0.64,2023-03-02
BIT-4342331,2023-03-27,Italy - Italy,PMO-LIN-PMO,AZ,AZ|AZ,TXGR,Return,Desktop,1,-4.46022870000001,-5.0,134.8,0.0,0.42,0.0,0.0,2023-03-02
BIT-4342277,2023-03-17,Tunisia - Italy,TUN-FCO-BLQ-FCO-TUN,AZ,AZ | AZ | AZ | AZ,TXGR,Return,Desktop,1,103.5819039000001,-14.9044,364.9,0.0,7.73,1.1345,0.0,2023-03-02
BIT-4342273,2023-05-18,Portugal - Belgium,LIS-BRU-LIS,SN,SN | SN,TXIT,Return,Desktop,1,-5.210795100000003,-5.0,125.51,0.0,0.05,0.4459,0.0,2023-03-02
BIT-4342264,2023-03-17,Italy - Togo,BRI-FCO-ADD-LFW-ADD-FCO-BRI,ET,AZ | ET | ET | ET | ET | AZ,TXSG,Return,Desktop,2,-2.855751480000153,-18.0,1428.71168,0.0,66.20107999999999,0.0,0.0,2023-03-02
BIT-4342242,2023-03-14,Italy - Italy,BRI-LIN,AZ,AZ,TXGR,One Way,Mobile,1,-4.601465400000004,-5.0,86.19000000000001,0.0,0.49,0.0,0.0,2023-03-02
BIT-4342234,2023-03-04,Tunisia - Italy,TUN-FCO-VCE-FCO-TUN,AZ,AZ | AZ | AZ | AZ,TXGR,Return,Mobile,1,-2.316403199999976,-12.3276,304.53,5.99,5.66,1.7426,0.0,2023-03-02
BIT-4342128,2023-03-09,Italy - Italy,PMO-FCO,AZ,AZ,TXGR,One Way,Desktop,1,-0.3862019999999969,-5.0,91.02,3.99,0.45,0.0,0.0,2023-03-02
BIT-4342116,2023-03-11,Italy - Italy,LIN-CTA,AZ,AZ,TXGR,One Way,Mobile,1,-4.562946299999997,-5.0,76.47,0.0,0.28,0.0,0.0,2023-03-02
BIT-4342113,2023-03-03,Italy - Italy,FCO-SUF-FCO,AZ,AZ|AZ,TXGR,Return,Mobile,1,-3.877184999999988,-5.0,174.23,0.0,0.8,0.0,0.0,2023-03-02
BIT-4342101,2023-04-04,Italy - Italy,LIN-BDS,AZ,AZ,TXGR,One Way,Mobile,1,-4.4205975,-5.0,51.68,0.0,0.07,0.0,0.0,2023-03-02
BIT-4342077,2023-04-20,Italy - Tunisia,FCO-TUN-FCO,AZ,AZ | AZ,TXGR,Return,Desktop,2,27.9407036999999,-18.0,633.5400000000001,38.54,10.16,3.6438,0.0,2023-03-02
BIT-4342075,2023-03-04,Tunisia - Italy,TUN-PMO,TU,UG,TXNL,One Way,Mobile,1,-0.03963119999999922,-5.0,133.83,3.99,0.0,0.0,0.0,2023-03-02
BIT-4342071,2023-04-17,Italy - United States,FCO-JFK-SFO-LAX-FCO,AF,DL | DL | AZ,TXIT,Return,Desktop,1,81.16055249999988,-18.0,3075.88,22.99,2.44,0.0,73.68,2023-03-02
